trackName,lyric_line,lyric_full
愛在西元前,"['醜女大翻身 片頭曲', '古巴比倫王頒布了漢摩拉比法典', '刻在黑色的玄武岩 距今已經三千七百多年', '妳在櫥窗前    凝視碑文的字眼', '我卻在旁靜靜欣賞妳那張我深愛的臉', '祭司 神殿 征戰 弓箭 是誰的從前', '喜歡在人潮中妳只屬於我的那畫面', '經過蘇美女神身邊 我以女神之名許願', '思念像底格里斯河般的漫延', '當古文明只剩下難解的語言', '傳說就成了永垂不朽的詩篇', '我給妳的愛寫在西元前 深埋在美索不達米亞平原', '幾十個世紀後出土發現 泥板上的字跡依然清晰可見', '我給妳的愛寫在西元前 深埋在美索不達米亞平原', '用楔形文字刻下了永遠 那已風化千年的誓言', '一切又重演', '我感到很疲倦離家鄉還是很遠', '害怕再也不能回到你身邊', '愛在西元前 愛在西元前']",醜女大翻身片頭曲古巴比倫王頒布了漢摩拉比法典刻在黑色的玄武岩距今已經三千七百多年妳在櫥窗前凝視碑文的字眼我卻在旁靜靜欣賞妳那張我深愛的臉祭司神殿征戰弓箭是誰的從前喜歡在人潮中妳只屬於我的那畫面經過蘇美女神身邊我以女神之名許願思念像底格里斯河般的漫延當古文明只剩下難解的語言傳說就成了永垂不朽的詩篇我給妳的愛寫在西元前深埋在美索不達米亞平原幾十個世紀後出土發現泥板上的字跡依然清晰可見我給妳的愛寫在西元前深埋在美索不達米亞平原用楔形文字刻下了永遠那已風化千年的誓言一切又重演我感到很疲倦離家鄉還是很遠害怕再也不能回到你身邊愛在西元前愛在西元前
爸我回來了,"['我聽說通常在戰爭後就會換來和平', '為什麼看到我的爸爸一直打我媽媽', '就因為喝醉酒 他就能拿我媽出氣', '我真的看不下去 以為我較細漢', '從小到大只有媽媽的溫暖 為什麼我爸爸 那麼兇', '如果真的我有一雙翅膀 兩雙翅膀 隨時出發', '偷偷出發 我一定帶我媽走 從前的教育', '別人的家庭 別人的爸爸種種的暴力因素一定都會有原因', '但是呢 媽跟我都沒有錯虧我叫你一聲爸~爸我回來了', '不要再這樣打我媽媽 我說的話 你甘會聽', '不要再這樣打我媽媽 難道你手 不會痛嗎', '其實我回家就想要阻止一切 讓家庭回到過去甜甜', '溫馨的歡樂香味 雖然這是我編造出來的事實', '有點諷刺 有點酸性 但它卻在這快樂社會發生產生共鳴', '產生共鳴來阻止一切暴力 眼淚隨著音符吸入血液情緒', '從小到大你叫我學習你把你當榜樣 好多的假像', '媽媽常說乖~~聽你爸的話 你叫我怎麼跟你像 (你走開)', '不要再這樣打我媽媽', '我說的話 你甘會聽', '不要再這樣打我媽媽', '難道你手 不會痛嗎', '12345678 12345678', '我叫你爸 你打我媽這樣對嗎 幹嘛這樣', '何必讓酒牽鼻子走 瞎 說都說不聽 聽', '痛是我們在痛 痛']",我聽說通常在戰爭後就會換來和平為什麼看到我的爸爸一直打我媽媽就因為喝醉酒他就能拿我媽出氣我真的看不下去以為我較細漢從小到大只有媽媽的溫暖為什麼我爸爸那麼兇如果真的我有一雙翅膀兩雙翅膀隨時出發偷偷出發我一定帶我媽走從前的教育別人的家庭別人的爸爸種種的暴力因素一定都會有原因但是呢媽跟我都沒有錯虧我叫你一聲爸~爸我回來了不要再這樣打我媽媽我說的話你甘會聽不要再這樣打我媽媽難道你手不會痛嗎其實我回家就想要阻止一切讓家庭回到過去甜甜溫馨的歡樂香味雖然這是我編造出來的事實有點諷刺有點酸性但它卻在這快樂社會發生產生共鳴產生共鳴來阻止一切暴力眼淚隨著音符吸入血液情緒從小到大你叫我學習你把你當榜樣好多的假像媽媽常說乖~~聽你爸的話你叫我怎麼跟你像(你走開)不要再這樣打我媽媽我說的話你甘會聽不要再這樣打我媽媽難道你手不會痛嗎1234567812345678我叫你爸你打我媽這樣對嗎幹嘛這樣何必讓酒牽鼻子走瞎說都說不聽聽痛是我們在痛痛
簡單愛,"['說不上為什麼 我變得很主動', '若愛上一個人 什麼都會值得去做', '我想大聲宣佈 對妳依依不捨', '連隔壁鄰居都猜到我現在的感受', '河邊的風 在吹著頭髮飄動', '牽著妳的手 一陣莫名感動', '我想帶妳 回我的外婆家', '一起看著日落 一直到我們都睡著', '我想就這樣牽著妳的手不放開', '愛能不能夠永遠單純沒有悲哀', '我 想帶妳騎單車', '我 想和妳看棒球', '想這樣沒擔憂 唱著歌 一直走', '我想就這樣牽著妳的手不放開', '愛可不可以簡簡單單沒有傷害', '妳 靠著我的肩膀', '妳 在我胸口睡著', '像這樣的生活 我愛妳 妳愛我', '想 簡！簡！單！單！ 愛...', '想 簡！簡！單！單！ 愛...']",說不上為什麼我變得很主動若愛上一個人什麼都會值得去做我想大聲宣佈對妳依依不捨連隔壁鄰居都猜到我現在的感受河邊的風在吹著頭髮飄動牽著妳的手一陣莫名感動我想帶妳回我的外婆家一起看著日落一直到我們都睡著我想就這樣牽著妳的手不放開愛能不能夠永遠單純沒有悲哀我想帶妳騎單車我想和妳看棒球想這樣沒擔憂唱著歌一直走我想就這樣牽著妳的手不放開愛可不可以簡簡單單沒有傷害妳靠著我的肩膀妳在我胸口睡著像這樣的生活我愛妳妳愛我想簡！簡！單！單！愛...想簡！簡！單！單！愛...
忍者,"['居酒屋裡的小神龕 離鋪滿鵝卵石的玄關 差不多一米寬的信仰', '我坐著喝味噌湯 在旁觀看 庭園假山', '京都的夜晚 有一種 榻榻米 的稻香 叫做禪', '那裡~神社許願 閃過一個畫面 這裡~忍者矇著臉 在角落吹暗箭', '心裡~幕府又重現 從前老東京那條山手線 像一齣懷舊的默片', '呵~~~ 呵~~~ 嘿~~~', '伊賀流忍者的想法 嘿~ 只會用武士刀比劃 嘿~', '我一個人在家 乖乖的學插花', '(日文:是是是我知道了)', '日文(一二三四) 櫻花落滿地 有一種神秘 凝結了空氣', '日文(一二三四) 黑夜裡偷襲 去攻擊 煙霧當武器', '日文(一二三四) 忍者的物語 要切斷過去 忠心是唯一', '日文(一二三四) 隱身要徹底 要忘記 什麼是自己']",居酒屋裡的小神龕離鋪滿鵝卵石的玄關差不多一米寬的信仰我坐著喝味噌湯在旁觀看庭園假山京都的夜晚有一種榻榻米的稻香叫做禪那裡~神社許願閃過一個畫面這裡~忍者矇著臉在角落吹暗箭心裡~幕府又重現從前老東京那條山手線像一齣懷舊的默片呵~~~呵~~~嘿~~~伊賀流忍者的想法嘿~只會用武士刀比劃嘿~我一個人在家乖乖的學插花(日文:是是是我知道了)日文(一二三四)櫻花落滿地有一種神秘凝結了空氣日文(一二三四)黑夜裡偷襲去攻擊煙霧當武器日文(一二三四)忍者的物語要切斷過去忠心是唯一日文(一二三四)隱身要徹底要忘記什麼是自己
開不了口,"['才離開沒多久就開始', '擔心今天的你過得好不好', '整個畫面是你', '想你想的睡不著', '嘴嘟嘟那可愛的模樣', '還有在你身上香香的味道', '我的快樂是你 想你想的都會笑', '沒有你在 我有多難熬', '(沒有你在我有多難熬多煩惱)', '沒有你煩 我有多煩惱', '(沒有你煩我有多煩惱多難熬)', '穿過雲層 我試著努力向你奔跑', '愛才送到 你卻已在別人懷抱', '就是開不了口讓她知道', '我一定會呵護著你 也逗你笑', '你對我有多重要', '我後悔沒讓你知道', '安靜的聽你撒嬌', '看你睡著一直到老', '就是開不了口讓她知道', '就是那麼簡單幾句 我辦不到', '整顆心懸在半空', '我只能夠遠遠看著', '這些我都做得到', '但那個人已經不是我', '沒有你在 我有多難熬', '(沒有你在我有多難熬多煩惱)', '沒有你煩 我有多煩惱', '(沒有你煩我有多煩惱多難熬)', '穿過雲層 我試著努力向你奔跑', '愛才送到 你卻已在別人懷抱', '就是開不了口讓她知道', '我一定會呵護著你 也逗你笑', '你對我有多重要', '我後悔沒讓你知道', '安靜的聽你撒嬌', '看你睡著一直到老', '就是開不了口讓她知道', '就是那麼簡單幾句 我辦不到', '整顆心懸在半空', '我只能夠遠遠看著', '這些我都做得到', '但那個人已經不是我']",才離開沒多久就開始擔心今天的你過得好不好整個畫面是你想你想的睡不著嘴嘟嘟那可愛的模樣還有在你身上香香的味道我的快樂是你想你想的都會笑沒有你在我有多難熬(沒有你在我有多難熬多煩惱)沒有你煩我有多煩惱(沒有你煩我有多煩惱多難熬)穿過雲層我試著努力向你奔跑愛才送到你卻已在別人懷抱就是開不了口讓她知道我一定會呵護著你也逗你笑你對我有多重要我後悔沒讓你知道安靜的聽你撒嬌看你睡著一直到老就是開不了口讓她知道就是那麼簡單幾句我辦不到整顆心懸在半空我只能夠遠遠看著這些我都做得到但那個人已經不是我沒有你在我有多難熬(沒有你在我有多難熬多煩惱)沒有你煩我有多煩惱(沒有你煩我有多煩惱多難熬)穿過雲層我試著努力向你奔跑愛才送到你卻已在別人懷抱就是開不了口讓她知道我一定會呵護著你也逗你笑你對我有多重要我後悔沒讓你知道安靜的聽你撒嬌看你睡著一直到老就是開不了口讓她知道就是那麼簡單幾句我辦不到整顆心懸在半空我只能夠遠遠看著這些我都做得到但那個人已經不是我
可愛女人,"['想要有直昇機 想要和妳飛到宇宙去', '想要和妳融化在一起 融化在銀河裡', '我每天每天每天在想想想想著妳', '這樣的甜蜜 讓我開始相信命運', '感謝地心引力 讓我碰到妳', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的可愛女人', '壞壞的讓我瘋狂的可愛女人', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的可愛女人', '壞壞的讓我瘋狂的可愛女人', '(間奏)', '讓我面紅的 讓我面紅的', '讓我心疼的 讓我心疼的', '讓我感動的 讓我感動的', '讓我瘋狂的 讓我瘋狂的', '讓我面紅的 讓我面紅的', '讓我心疼的 讓我心疼的', '讓我感動的 讓我感動的', '讓我瘋狂的 讓我瘋狂的', '想要有直昇機 想要和妳飛到宇宙去(想要和妳)', '想要和妳融化在一起(想要和妳) 融化在銀河裡', '我每天每天每天在想想想想著妳(我 想想想想著妳)', '這樣的甜蜜 讓我開始相信命運(讓我開始)', '感謝地心引力 讓我碰到妳(感謝地心引力 讓我碰到你~)', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的可愛女人', '壞壞的讓我瘋狂的可愛女人', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的可愛女人', '壞壞的讓我瘋狂的可愛女人', '世界這樣大而我而我只是隻小小小的螞蟻(小小小)', '但我要盡全力全力全力保護妳', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的可愛女人', '壞壞的讓我瘋狂的可愛女人', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的可愛女人', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的可愛女人', '壞壞的讓我瘋狂的可愛女人', '漂亮的讓我面紅的可愛女人', '溫柔的讓我心疼的可愛女人', '透明的讓我感動的', '(間奏)']",想要有直昇機想要和妳飛到宇宙去想要和妳融化在一起融化在銀河裡我每天每天每天在想想想想著妳這樣的甜蜜讓我開始相信命運感謝地心引力讓我碰到妳漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的可愛女人壞壞的讓我瘋狂的可愛女人漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的可愛女人壞壞的讓我瘋狂的可愛女人(間奏)讓我面紅的讓我面紅的讓我心疼的讓我心疼的讓我感動的讓我感動的讓我瘋狂的讓我瘋狂的讓我面紅的讓我面紅的讓我心疼的讓我心疼的讓我感動的讓我感動的讓我瘋狂的讓我瘋狂的想要有直昇機想要和妳飛到宇宙去(想要和妳)想要和妳融化在一起(想要和妳)融化在銀河裡我每天每天每天在想想想想著妳(我想想想想著妳)這樣的甜蜜讓我開始相信命運(讓我開始)感謝地心引力讓我碰到妳(感謝地心引力讓我碰到你~)漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的可愛女人壞壞的讓我瘋狂的可愛女人漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的可愛女人壞壞的讓我瘋狂的可愛女人世界這樣大而我而我只是隻小小小的螞蟻(小小小)但我要盡全力全力全力保護妳漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的可愛女人壞壞的讓我瘋狂的可愛女人漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的可愛女人漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的可愛女人壞壞的讓我瘋狂的可愛女人漂亮的讓我面紅的可愛女人溫柔的讓我心疼的可愛女人透明的讓我感動的(間奏)
完美主義,"['如果說懷疑 可以造句 如果說分離 能夠翻譯', '如果這一切 真的可以 我想要將我的寂寞封閉', '然後在這裡 不限日期 然後將過去 慢慢溫習', '讓我愛上妳 那場悲劇 是妳完美演出的一場戲', '寧願心碎哭泣 再狠狠忘記 妳愛過我的證據', '讓晶瑩的淚滴 閃爍成回憶 傷人的美麗', '妳的完美主義 太徹底 讓我連恨都難以下筆', '將真心抽離寫成日記 像是一場默劇', '妳的完美主義 太徹底 分手的話像語言暴力', '我已無能為力再提起 決定中斷熟悉', '然後在這裡 不限日期 然後將過去 慢慢溫習', '讓我愛上妳 那場悲劇 是妳完美演出的一場戲', '寧願心碎哭泣 再狠狠忘記 妳愛過我的證據', '讓晶瑩的淚滴 閃爍成回憶 傷人的美麗', '妳的完美主義 太徹底 讓我連恨都難以下筆', '將真心抽離寫成日記 像是一場默劇', '妳的完美主義 太徹底 分手的話像語言暴力', '我已無能為力再提起 決定中斷熟悉', '周杰倫周杰倫周杰倫 周杰倫周杰倫周杰倫', '周杰倫周杰倫周杰倫 周杰倫周杰倫', '周杰倫周杰倫周杰倫 周杰倫周杰倫周杰倫', '周杰倫周杰倫周杰倫 周杰倫周杰倫', '我每天在這裡 連恨都難下筆.........', '如果說懷疑 可以造句 如果說分離 能夠翻譯', '如果這一切 真的可以 我想要將我的寂寞封閉']",如果說懷疑可以造句如果說分離能夠翻譯如果這一切真的可以我想要將我的寂寞封閉然後在這裡不限日期然後將過去慢慢溫習讓我愛上妳那場悲劇是妳完美演出的一場戲寧願心碎哭泣再狠狠忘記妳愛過我的證據讓晶瑩的淚滴閃爍成回憶傷人的美麗妳的完美主義太徹底讓我連恨都難以下筆將真心抽離寫成日記像是一場默劇妳的完美主義太徹底分手的話像語言暴力我已無能為力再提起決定中斷熟悉然後在這裡不限日期然後將過去慢慢溫習讓我愛上妳那場悲劇是妳完美演出的一場戲寧願心碎哭泣再狠狠忘記妳愛過我的證據讓晶瑩的淚滴閃爍成回憶傷人的美麗妳的完美主義太徹底讓我連恨都難以下筆將真心抽離寫成日記像是一場默劇妳的完美主義太徹底分手的話像語言暴力我已無能為力再提起決定中斷熟悉周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫周杰倫我每天在這裡連恨都難下筆.........如果說懷疑可以造句如果說分離能夠翻譯如果這一切真的可以我想要將我的寂寞封閉
星晴,"['一步兩步三步四步 望著天', '看星星 一顆兩顆三顆四顆 連成線', '一步兩步三步四步 望著天', '看星星 一顆兩顆三顆四顆 連成線', '乘著風 遊盪在藍天邊 一片雲掉落在我面前', '捏成你的形狀 隨風跟著我 一口一口吃掉憂愁', '載著你 彷彿載著陽光 不管到哪裡都是晴天', '蝴蝶自在飛 花也佈滿天 一朵一朵因你而香', '試圖讓夕陽飛翔(因你而香)', '帶領你我環繞大自然(想帶領你我環~~~繞大自然)', '迎著風 開始共度每一天(每~~~~一~~~~天)', '手牽手 一步兩步三步四步 望著天', '看星星 一顆兩顆三顆四顆 連成線', '看遠方的星是否聽得見', '手牽手 一步兩步三步四步 望著天', '看星星 一顆兩顆三顆四顆 連成線', '看遠方的星如果聽得見 它一定實現', '載著你 彷彿載著陽光 不管到哪裡都是晴天', '蝴蝶自在飛 花也佈滿天 一朵一朵因你而香', '試圖讓夕陽飛翔(因你而香)', '帶領你我環繞大自然(想帶領你我環~~~繞大自然)', '迎著風 開始共度每一天(每~~~~一~~~~天)', '手牽手 一步兩步三步四步 望著天', '看星星 一顆兩顆三顆四顆 連成線', '看遠方的星是否聽得見', '手牽手 一步兩步三步四步 望著天', '看星星 一顆兩顆三顆四顆 連成線', '看遠方的星如果聽得見 它一定實現']",一步兩步三步四步望著天看星星一顆兩顆三顆四顆連成線一步兩步三步四步望著天看星星一顆兩顆三顆四顆連成線乘著風遊盪在藍天邊一片雲掉落在我面前捏成你的形狀隨風跟著我一口一口吃掉憂愁載著你彷彿載著陽光不管到哪裡都是晴天蝴蝶自在飛花也佈滿天一朵一朵因你而香試圖讓夕陽飛翔(因你而香)帶領你我環繞大自然(想帶領你我環~~~繞大自然)迎著風開始共度每一天(每~~~~一~~~~天)手牽手一步兩步三步四步望著天看星星一顆兩顆三顆四顆連成線看遠方的星是否聽得見手牽手一步兩步三步四步望著天看星星一顆兩顆三顆四顆連成線看遠方的星如果聽得見它一定實現載著你彷彿載著陽光不管到哪裡都是晴天蝴蝶自在飛花也佈滿天一朵一朵因你而香試圖讓夕陽飛翔(因你而香)帶領你我環繞大自然(想帶領你我環~~~繞大自然)迎著風開始共度每一天(每~~~~一~~~~天)手牽手一步兩步三步四步望著天看星星一顆兩顆三顆四顆連成線看遠方的星是否聽得見手牽手一步兩步三步四步望著天看星星一顆兩顆三顆四顆連成線看遠方的星如果聽得見它一定實現
娘子,"['娘子 娘子卻依舊每日折一枝楊柳', '妳在那裡 在小村外的溪邊河口 默默等著我', '娘子依舊每日折一枝楊柳', '妳在那裡 在小村外的溪邊 默默等著 娘子', '一壺好酒 再來一碗熱粥 配上幾斤的牛肉', '我說店小二 三兩銀夠不夠', '景色入秋 漫天黃沙掠過 塞北的客棧人多', '牧草有沒有 我馬兒有些瘦', '世事看透 江湖上潮起潮落 什麼恩怨過錯 在多年以後', '還是讓人難過 心傷透 娘子她人在江南等我 淚不休 語沉默', '娘子卻依舊每日折一枝楊柳 在小村外的溪邊河口 默默的在等著我', '家鄉的爹娘早已蒼老了輪廓 娘子我欠妳太多', '一壺好酒 再來一碗熱粥 配上幾斤的牛肉', '我說店小二 三兩銀夠不夠', '景色入秋 漫天黃沙掠過 塞北的客棧人多', '牧草有沒有 我馬兒有些瘦', '天涯盡頭 滿臉風霜落寞 近鄉情怯的我 相思寄紅豆', '相思寄紅豆 無能為力的在人海中漂泊 心傷透', '娘子她人在江南等我 淚不休 語沉默', '一壺好酒 再來一碗熱粥 配上幾斤的牛肉', '我說店小二 三兩銀夠不夠', '景色入秋 漫天黃沙掠過 塞北的客棧人多', '牧草有沒有 我馬兒有些瘦', '世事看透 江湖上潮起潮落 什麼恩怨過錯 在多年以後', '還是讓人難過 心傷透 娘子她人在江南等我 淚不休 語沉默', '娘子卻依舊每日折一枝楊柳 在小村外的溪邊河口 默默的在等著我', '家鄉的爹娘早已蒼老了輪廓 娘子我欠妳太多', '一壺好酒 再來一碗熱粥 配上幾斤的牛肉', '我說店小二 三兩銀夠不夠', '景色入秋 漫天黃沙掠過 塞北的客棧人多', '牧草有沒有 我馬兒有些瘦', '天涯盡頭 滿臉風霜落寞 近鄉情怯的我 相思寄紅豆', '相思寄紅豆 無能為力的在人海中漂泊 心傷透', '娘子她人在江南等我 淚不休 語沉默', '娘子 娘子卻依舊每日折一枝楊柳', '妳在那裡 在小村外的溪邊河口 默默等著我', '娘子依舊每日折一枝楊柳', '妳在那裡 在小村外的溪邊 默默等著 娘子', '娘子卻依舊每日折一枝楊柳', '妳在那裡 在小村外的溪邊河口 默默等著我', '娘子依舊每日折一枝楊柳', '妳在那裡 在小村外的溪邊 默默等著 娘子']",娘子娘子卻依舊每日折一枝楊柳妳在那裡在小村外的溪邊河口默默等著我娘子依舊每日折一枝楊柳妳在那裡在小村外的溪邊默默等著娘子一壺好酒再來一碗熱粥配上幾斤的牛肉我說店小二三兩銀夠不夠景色入秋漫天黃沙掠過塞北的客棧人多牧草有沒有我馬兒有些瘦世事看透江湖上潮起潮落什麼恩怨過錯在多年以後還是讓人難過心傷透娘子她人在江南等我淚不休語沉默娘子卻依舊每日折一枝楊柳在小村外的溪邊河口默默的在等著我家鄉的爹娘早已蒼老了輪廓娘子我欠妳太多一壺好酒再來一碗熱粥配上幾斤的牛肉我說店小二三兩銀夠不夠景色入秋漫天黃沙掠過塞北的客棧人多牧草有沒有我馬兒有些瘦天涯盡頭滿臉風霜落寞近鄉情怯的我相思寄紅豆相思寄紅豆無能為力的在人海中漂泊心傷透娘子她人在江南等我淚不休語沉默一壺好酒再來一碗熱粥配上幾斤的牛肉我說店小二三兩銀夠不夠景色入秋漫天黃沙掠過塞北的客棧人多牧草有沒有我馬兒有些瘦世事看透江湖上潮起潮落什麼恩怨過錯在多年以後還是讓人難過心傷透娘子她人在江南等我淚不休語沉默娘子卻依舊每日折一枝楊柳在小村外的溪邊河口默默的在等著我家鄉的爹娘早已蒼老了輪廓娘子我欠妳太多一壺好酒再來一碗熱粥配上幾斤的牛肉我說店小二三兩銀夠不夠景色入秋漫天黃沙掠過塞北的客棧人多牧草有沒有我馬兒有些瘦天涯盡頭滿臉風霜落寞近鄉情怯的我相思寄紅豆相思寄紅豆無能為力的在人海中漂泊心傷透娘子她人在江南等我淚不休語沉默娘子娘子卻依舊每日折一枝楊柳妳在那裡在小村外的溪邊河口默默等著我娘子依舊每日折一枝楊柳妳在那裡在小村外的溪邊默默等著娘子娘子卻依舊每日折一枝楊柳妳在那裡在小村外的溪邊河口默默等著我娘子依舊每日折一枝楊柳妳在那裡在小村外的溪邊默默等著娘子
鬥牛,"['要不要挑一下 啊 挑一下丫 隨便阿˙', '有什麼不妥 有話就直說 別窩在角落 不爽就反駁', '到底跩什麼 懂不懂籃球 有種不要走 三對三鬥牛', '有什麼不妥 有話就直說 別窩在角落 不爽就反駁', '到底跩什麼 懂不懂籃球 有種不要走 三對三鬥牛', '三分球 它在空中停留 所有人看著我 拋物線進球', '單手過人運球 籃下妙傳出手 漂亮的假動作 帥呆了我', '全場盯人防守 籃下禁區遊走 快攻搶籃板球 得分都靠我', '你拿了球不投 又不會掩護我 選你這種隊友 瞎透了我', '說你說 分數怎麼停留 一直在停留 誰讓它停留的', '為什麼 我女朋友 場外加油 你卻還讓我出糗', '你說啊 你怎麼抄我球 你說啊 你怎麼打我手', '你說 是不是你不想活', '說 你怎麼面對我 甩開球 我滿腔的怒火', '我想揍你已經很久 別想走', '說 你眼睛看著我 別發抖 你給我抬起頭', '有話去對醫藥箱說 別怪我', '說 你怎麼面對我 甩開球 我滿腔的怒火', '我想揍你已經很久 別想走', '說 你眼睛看著我 別發抖 你給我抬起頭', '有話去對醫藥箱說 別怪我', '三分球 它在空中停留 所有人看著我 拋物線進球', '單手過人運球 籃下妙傳出手 漂亮的假動作 帥呆了我', '全場盯人防守 籃下禁區遊走 快攻搶籃板球 得分都靠我', '你拿了球不投 又不會掩護我 選你這種隊友 瞎透了我', '說你說 分數怎麼停留 一直在停留 誰讓它停留的', '為什麼 我女朋友 場外加油 你卻還讓我出糗', '你說啊 你怎麼抄我球 你說啊 你怎麼打我手', '你說 是不是你不想活', '說 你怎麼面對我 甩開球 我滿腔的怒火', '我想揍你已經很久 別想走', '說 你眼睛看著我 別發抖 你給我抬起頭', '有話去對醫藥箱說 別怪我', '說 你怎麼面對我 甩開球 我滿腔的怒火', '我想揍你已經很久 別想走', '說 你眼睛看著我 別發抖 你給我抬起頭', '有話去對醫藥箱說 別怪我', '說 你怎麼面對我 甩開球 我滿腔的怒火', '我想揍你已經很久 別想走', '說 你眼睛看著我 別發抖 你給我抬起頭', '有話去對醫藥箱說 別怪我']",要不要挑一下啊挑一下丫隨便阿˙有什麼不妥有話就直說別窩在角落不爽就反駁到底跩什麼懂不懂籃球有種不要走三對三鬥牛有什麼不妥有話就直說別窩在角落不爽就反駁到底跩什麼懂不懂籃球有種不要走三對三鬥牛三分球它在空中停留所有人看著我拋物線進球單手過人運球籃下妙傳出手漂亮的假動作帥呆了我全場盯人防守籃下禁區遊走快攻搶籃板球得分都靠我你拿了球不投又不會掩護我選你這種隊友瞎透了我說你說分數怎麼停留一直在停留誰讓它停留的為什麼我女朋友場外加油你卻還讓我出糗你說啊你怎麼抄我球你說啊你怎麼打我手你說是不是你不想活說你怎麼面對我甩開球我滿腔的怒火我想揍你已經很久別想走說你眼睛看著我別發抖你給我抬起頭有話去對醫藥箱說別怪我說你怎麼面對我甩開球我滿腔的怒火我想揍你已經很久別想走說你眼睛看著我別發抖你給我抬起頭有話去對醫藥箱說別怪我三分球它在空中停留所有人看著我拋物線進球單手過人運球籃下妙傳出手漂亮的假動作帥呆了我全場盯人防守籃下禁區遊走快攻搶籃板球得分都靠我你拿了球不投又不會掩護我選你這種隊友瞎透了我說你說分數怎麼停留一直在停留誰讓它停留的為什麼我女朋友場外加油你卻還讓我出糗你說啊你怎麼抄我球你說啊你怎麼打我手你說是不是你不想活說你怎麼面對我甩開球我滿腔的怒火我想揍你已經很久別想走說你眼睛看著我別發抖你給我抬起頭有話去對醫藥箱說別怪我說你怎麼面對我甩開球我滿腔的怒火我想揍你已經很久別想走說你眼睛看著我別發抖你給我抬起頭有話去對醫藥箱說別怪我說你怎麼面對我甩開球我滿腔的怒火我想揍你已經很久別想走說你眼睛看著我別發抖你給我抬起頭有話去對醫藥箱說別怪我
